City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,cabo san lucas,22.8909,-109.9124,32.09,50,28,1.34,MX,1724791675
365,tostado,-29.232,-61.7692,21.66,31,0,4.12,AR,1724791913
366,yen bai,21.7,104.8667,24.45,97,38,0.92,VN,1724791914
367,mezhdurechenskiy,59.6,65.9333,13.55,89,14,2.42,RU,1724791915
368,yuanping,38.7153,112.7575,15.49,90,10,0.35,CN,1724791917
369,mossel bay,-34.1831,22.146,8.96,76,99,15.07,ZA,1724791918
370,holualoa,19.6228,-155.9522,25.91,85,20,5.14,US,1724791919
371,saipan,15.1355,145.701,28.39,89,20,3.6,MP,1724791784
372,vorkuta,67.5,64.0,12.75,72,65,3.62,RU,1724791922
373,sitka,57.0531,-135.33,12.94,88,100,3.09,US,1724791923
374,el nido,11.1858,119.3956,27.3,89,100,4.75,PH,1724791925
375,marquette,46.5333,-87.6335,18.79,98,100,1.79,US,1724791926
376,ristiina,61.5058,27.2464,9.06,80,33,2.52,FI,1724791927
377,kasulu,-4.5767,30.1025,21.95,55,80,1.12,TZ,1724791929
378,sarnen,46.8985,8.2507,18.8,88,0,1.54,CH,1724791930
379,bereznik,62.8551,42.7072,13.24,72,100,2.23,RU,1724791931
380,brookings,44.3114,-96.7984,25.62,71,75,2.06,US,1724791905
381,inarajan village,13.2736,144.7484,26.89,94,100,4.39,GU,1724791934
382,malabar,-33.9667,151.25,20.63,44,0,7.72,AU,1724791935
383,odienne,9.51,-7.5692,20.22,96,100,1.54,CI,1724791936
384,lokomotivnyy,53.0118,60.5684,13.89,76,31,3.25,RU,1724791937
385,port-vila,-17.7338,168.3219,17.78,100,20,0.51,VU,1724791939
386,port augusta,-32.5,137.7667,12.0,87,0,2.65,AU,1724791940
387,arvayheer,46.2639,102.775,13.97,71,0,0.57,MN,1724791941
388,swanage,50.6092,-1.9626,18.25,86,97,4.92,GB,1724791943
389,mejit,10.2753,170.8646,28.7,79,98,6.69,MH,1724791944
390,tazacorte,28.629,-17.9293,25.08,87,100,5.14,ES,1724791945
391,kone,-21.0595,164.8658,22.16,62,0,2.19,NC,1724791946
392,kannur,11.8675,75.3576,25.31,85,100,0.43,IN,1724791948
393,siniscola,40.5719,9.6922,22.27,72,5,2.4,IT,1724791949
394,terenos,-20.4422,-54.8603,28.84,28,0,3.6,BR,1724791952
395,harlingen,26.1906,-97.6961,33.36,100,92,6.26,US,1724791937
396,guerrero negro,27.9769,-114.0611,26.6,53,1,6.99,MX,1724791956
397,uturoa,-16.7333,-151.4333,24.7,73,65,7.92,PF,1724791958
398,vadso,70.0744,29.7487,12.09,71,0,10.29,NO,1724791961
399,marka,1.7159,44.7717,25.34,85,61,5.59,SO,1724791963
400,hwange,-18.3693,26.5019,20.93,28,5,1.5,ZW,1724791965
401,nouadhibou,20.931,-17.0347,25.99,78,100,5.66,MR,1724791967
402,nago,26.5881,127.9761,27.27,88,100,7.89,JP,1724791968
403,lisakovsk,52.5369,62.4936,14.27,80,32,3.36,KZ,1724791969
404,la palma,33.8464,-118.0467,30.37,61,0,4.12,US,1724791970
405,kuluncak,38.8828,37.6728,22.99,37,23,1.51,TR,1724791972
406,victorica,-36.2151,-65.4359,17.71,34,36,5.92,AR,1724791973
407,alipur,29.3846,70.9116,28.23,77,99,5.23,PK,1724791974
408,san julian,21.0167,-102.1667,25.26,41,88,0.16,MX,1724791909
409,martuk,50.7475,56.5056,16.55,61,0,3.51,KZ,1724791979
410,namibe,-15.1961,12.1522,17.74,84,67,1.14,AO,1724791865
411,nibaliw central,16.1275,120.4027,25.65,87,91,1.54,PH,1724791982
412,port hedland,-20.3167,118.5667,20.03,45,37,3.6,AU,1724791983
413,mosjoen,65.836,13.1908,9.29,93,0,0.0,NO,1724791984
414,krasnyy chikoy,50.3643,108.7512,10.63,90,63,0.98,RU,1724791986
415,miles city,46.4083,-105.8406,24.54,50,0,4.12,US,1724791987
416,xuddur,4.1213,43.8894,23.63,77,24,7.66,SO,1724791988
417,kertih,4.5141,103.4483,26.01,78,100,1.54,MY,1724791990
418,gondar,12.6,37.4667,14.2,95,100,0.96,ET,1724791991
419,madang,-5.2246,145.7966,24.95,91,70,0.64,PG,1724791992
420,kashgar,39.4547,75.9797,21.56,64,20,2.0,CN,1724791993
421,muisne,0.6,-80.0333,24.24,86,99,4.44,EC,1724791995
422,shuangjiang,26.1547,109.7138,22.0,98,98,1.57,CN,1724791996
423,dubai,25.2582,55.3047,34.96,75,3,1.54,AE,1724791709
424,horta,38.5333,-28.6333,23.8,76,20,3.6,PT,1724791998
425,kununurra,-15.7667,128.7333,22.99,43,80,4.12,AU,1724792000
426,nambucca,-30.6333,152.9833,17.79,64,0,2.5,AU,1724792002
427,rio gallegos,-51.6226,-69.2181,9.03,43,0,6.17,AR,1724791819
428,portland,45.5234,-122.6762,23.56,46,75,4.63,US,1724791502
429,alta,69.9689,23.2717,12.59,73,75,9.26,NO,1724792006
430,likiep,9.8251,169.3107,28.93,79,46,7.22,MH,1724792008
431,buala,-8.145,159.5921,26.32,82,74,2.43,SB,1724792009
432,kuta,-8.7233,115.1723,22.97,100,20,0.51,ID,1724792010
433,nar'yan-mar,67.6713,53.087,11.91,78,70,5.63,RU,1724792011
434,bangassou,4.7413,22.8184,21.99,92,100,1.23,CF,1724792013
435,mahajanga,-15.7167,46.3167,25.01,53,0,5.66,MG,1724792015
436,san pedro pochutla,15.7333,-96.4667,23.84,59,66,3.08,MX,1724792016
437,la foa,-21.7108,165.8276,20.6,66,0,1.42,NC,1724792018
438,lerwick,60.1545,-1.1494,12.75,94,100,6.41,GB,1724792019
439,makoua,0.0069,15.6333,27.02,54,35,1.31,CG,1724792020
440,p'ot'i,42.1462,41.672,23.07,87,51,3.04,GE,1724792022
441,el granada,37.5027,-122.4694,27.1,72,0,1.54,US,1724792023
442,abashiri,44.0213,144.2697,17.8,98,100,1.09,JP,1724791797
443,hasaki,35.7333,140.8333,26.92,81,66,6.14,JP,1724792025
444,turaif,31.6725,38.6637,30.14,20,0,3.09,SA,1724792027
445,jackson,42.4165,-122.8345,29.45,40,49,1.79,US,1724791826
446,yinchuan,38.4681,106.2731,22.4,60,6,2.18,CN,1724792029
447,hithadhoo,-0.6,73.0833,28.1,78,43,4.13,MV,1724792030
448,trincomalee,8.5711,81.2335,27.59,75,100,7.95,LK,1724792032
449,villa canas,-34.0057,-61.6076,19.41,10,36,3.3,AR,1724792033
450,alotau,-10.3069,150.4462,22.48,92,11,1.21,PG,1724792034
451,camacupa,-12.0167,17.4833,18.5,20,38,0.6,AO,1724792035
452,saldanha,-33.0117,17.9442,11.03,67,91,11.42,ZA,1724792037
453,haiku-pauwela,20.9219,-156.3051,27.01,70,40,8.23,US,1724792038
454,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1724792039
455,tanggu,39.0211,117.6469,20.98,73,4,2.59,CN,1724792040
456,karratha,-20.7377,116.8463,23.74,24,16,4.26,AU,1724792042
457,kattivakkam,13.2167,80.3167,29.05,91,100,6.28,IN,1724792043
458,huillapima,-28.7253,-65.9787,23.15,20,0,5.3,AR,1724792044
459,mugia,43.1041,-9.2179,17.73,86,2,1.38,ES,1724792045
460,parun,35.4207,70.9221,9.59,70,0,1.43,AF,1724792047
461,sandnessjoen,66.0217,12.6316,12.06,71,40,3.6,NO,1724792048
462,nili,33.7218,66.1302,17.4,24,0,3.53,AF,1724792049
463,chita,52.0333,113.55,9.94,76,17,2.0,RU,1724792050
464,paranhos,-23.8928,-55.4311,20.67,31,17,1.66,BR,1724792052
465,hakui,36.8833,136.7833,22.92,96,90,3.07,JP,1724792053
466,urzhar,47.093,81.6294,15.54,45,34,4.75,KZ,1724792054
467,buhe,30.2876,112.2298,22.88,77,24,3.6,CN,1724792055
468,sinop,41.7711,34.8709,18.41,92,86,0.59,TR,1724792057
469,taunggyi,20.7833,97.0333,17.93,97,100,1.16,MM,1724792058
470,sungai raya,0.7,108.9,25.06,91,100,4.43,ID,1724792059
471,mamuju,-2.6748,118.8885,24.48,91,34,1.45,ID,1724792060
472,manvel,29.4627,-95.358,32.16,79,0,4.12,US,1724792062
473,xinqing,48.2333,129.5,12.86,97,52,1.68,CN,1724792063
474,ghadamis,30.1337,9.5007,32.54,21,0,8.08,LY,1724792064
475,kanniyakumari,8.0833,77.5667,26.44,81,100,8.1,IN,1724792066
476,tralee,52.2704,-9.7026,13.36,97,12,2.37,IE,1724792067
477,aasiaat,68.7098,-52.8699,2.33,97,100,4.13,GL,1724792068
478,benghazi,32.1167,20.0667,28.46,68,0,4.38,LY,1724792070
479,hotan,37.0997,79.9269,22.34,53,54,1.16,CN,1724792071
480,eirunepe,-6.6603,-69.8736,34.98,25,38,0.64,BR,1724792072
481,vila velha,-20.3297,-40.2925,20.97,75,100,4.63,BR,1724792073
482,puerto penasco,31.3167,-113.5333,33.28,73,24,2.68,MX,1724791810
483,puerto boyaca,5.9758,-74.5885,33.34,47,6,2.01,CO,1724792076
484,neryungri,56.6709,124.6491,11.83,90,100,2.32,RU,1724792077
485,selfoss,63.9331,-20.9971,11.69,85,100,4.62,IS,1724792078
486,kenora,49.8167,-94.4337,18.54,59,75,5.14,CA,1724792080
487,boa viagem,-5.1275,-39.7322,29.56,31,100,2.18,BR,1724792081
488,luganville,-15.5333,167.1667,25.4,61,99,5.59,VU,1724792084
489,weno,7.4515,151.8468,25.97,89,40,2.06,FM,1724792085
490,mkushi,-13.6202,29.3939,17.19,41,1,1.79,ZM,1724792086
491,lagoa vermelha,-28.2086,-51.5258,10.42,74,70,1.78,BR,1724792087
492,broken hill,-31.95,141.4333,13.12,40,3,5.58,AU,1724792089
493,parang,7.3704,124.2697,23.64,93,91,1.52,PH,1724792091
494,meridian,43.6121,-116.3915,33.28,21,0,2.68,US,1724792092
495,crane,31.3974,-102.3501,32.0,31,80,3.83,US,1724792094
496,diamantino,-14.4086,-56.4461,33.34,15,3,3.8,BR,1724792095
497,kudahuvadhoo,2.6708,72.8944,27.91,76,100,1.62,MV,1724792096
498,gurupi,-11.7292,-49.0686,34.34,19,5,2.84,BR,1724792001
499,dzerzhinskoye,56.8344,95.2283,10.66,98,81,2.51,RU,1724792136
500,fortaleza,-3.7227,-38.5247,27.07,69,20,5.66,BR,1724792085
501,rancho palos verdes,33.7445,-118.387,25.63,78,0,2.68,US,1724792139
502,williamsport,41.2412,-77.0011,32.12,56,0,3.09,US,1724792140
503,znamenka,52.4167,41.4311,19.88,48,20,2.85,RU,1724792141
504,hammerfest,70.6634,23.6821,11.25,87,75,13.38,NO,1724792143
505,matthew town,20.95,-73.6667,30.61,65,39,4.78,BS,1724792144
506,chonchi,-42.6128,-73.8092,10.07,81,100,1.35,CL,1724792145
507,lutterworth,52.4563,-1.2022,19.42,76,99,2.19,GB,1724792146
508,lisala,2.15,21.5167,24.82,62,37,0.75,CD,1724792148
509,bargaal,11.2864,51.0773,26.9,76,82,4.09,SO,1724792149
510,mayqayyng,51.4625,75.7986,16.63,58,100,1.96,KZ,1724792150
511,yeraliyev,43.2,51.65,26.43,36,0,3.98,KZ,1724792151
512,badiyah,22.45,58.8,33.03,44,35,2.49,OM,1724792153
513,pierre,44.3683,-100.351,22.51,68,100,3.6,US,1724791889
514,baruun-urt,46.6806,113.2792,16.96,61,50,2.93,MN,1724792155
515,mitsamiouli,-11.3847,43.2844,24.76,85,10,4.83,KM,1724792157
516,llallagua,-18.4167,-66.6333,15.75,10,8,7.79,BO,1724792158
517,north bend,43.4065,-124.2243,24.02,56,0,11.32,US,1724792159
518,sinabang,2.4803,96.3801,24.2,83,100,3.84,ID,1724792160
519,bei'an,46.4398,126.2373,15.99,92,69,3.05,CN,1724792161
520,carboneras,37.0015,-1.9213,25.86,75,2,1.21,ES,1724792163
521,ulladulla,-35.35,150.4667,19.41,33,96,10.89,AU,1724791971
522,egilsstadir,65.2653,-14.3948,6.95,100,100,6.17,IS,1724792165
523,ibarreta,-25.2144,-59.8585,18.79,31,82,3.41,AR,1724792166
524,novo aripuana,-5.1206,-60.3797,38.25,21,3,1.27,BR,1724791876
525,westport,41.1415,-73.3579,29.53,63,0,3.6,US,1724792158
526,al bawiti,28.3492,28.8659,32.08,28,29,3.12,EG,1724792170
527,petropavl,54.8753,69.1628,10.72,88,2,1.81,KZ,1724792171
528,pokhara,28.2333,83.9833,21.04,85,100,0.3,NP,1724792173
529,kas,36.2018,29.6377,26.28,68,0,3.05,TR,1724792174
530,sakaiminato,35.55,133.2333,24.99,100,75,0.51,JP,1724792175
531,gornozavodsk,58.3758,58.3211,12.47,93,58,1.14,RU,1724792178
532,kuala terengganu,5.3302,103.1408,23.97,94,40,3.13,MY,1724792179
533,nagqu,31.5,92.0,2.6,85,7,1.31,CN,1724792181
534,isla del bosque,22.7333,-105.85,31.53,66,42,4.81,MX,1724792182
535,tual,-5.6667,132.75,25.57,80,95,9.89,ID,1724792183
536,illizi,26.4833,8.4667,34.2,13,4,3.38,DZ,1724792184
537,essaouira,31.5125,-9.77,21.72,83,0,4.12,MA,1724792113
538,tongliao,43.6125,122.2653,17.7,91,21,2.92,CN,1724792187
539,alvorada,-12.48,-49.1247,34.96,18,50,1.75,BR,1724792188
540,riohacha,11.5444,-72.9072,31.06,84,20,3.6,CO,1724792031
541,vallenar,-28.5708,-70.7581,20.33,27,61,3.41,CL,1724792191
542,amahai,-3.3333,128.9167,24.65,89,100,3.51,ID,1724792192
543,klingenberg am main,49.7842,9.1861,17.38,78,0,1.39,DE,1724792193
544,berezovyy,51.6667,135.7,14.56,96,14,1.55,RU,1724791972
545,luanda,-8.8368,13.2343,22.0,78,75,3.09,AO,1724792132
546,bontang,0.1333,117.5,24.22,93,100,2.75,ID,1724792197
547,putina,-15.4667,-69.4333,13.43,55,14,10.85,PE,1724792198
548,moyynkum,44.2914,72.9469,21.45,25,41,5.86,KZ,1724792201
549,siwa oasis,29.2041,25.5195,32.06,35,7,8.31,EG,1724792202
550,sao vicente,-23.9631,-46.3919,16.98,26,40,3.09,BR,1724792203
551,cam pha mines,21.0167,107.3,26.38,87,68,2.37,VN,1724792204
552,labytnangi,66.6572,66.4183,15.19,64,76,2.35,RU,1724792206
